0.881915	0.841321	0.799140	0.838791	0.702580	0.568661	0.539750	0.501323	0.453743	0.457193
0.098078	0.101627	0.137927	0.004385	0.143003	0.211688	0.299516	0.346639	0.293318	0.294298
0.020007	0.057052	0.062932	0.156825	0.154417	0.219651	0.160734	0.152038	0.252939	0.248509
