species_1,species_2,16S,gyrB,icd,napA,narG,narK,nirB,nirK,nirS,norB
afq,rbd,2274.5,2733.0,832.5,,,,,,,
afq,rfr,2530.5,3342.0,1492.5,,,,,,1711.5,1996.5
afq,rhc,2040.0,2343.0,829.5,,,,,,,
afq,rpa,2125.5,2404.5,819.0,,,,,,2200.5,937.5
afq,rso,2554.5,3370.5,1737.0,,,,,,1737.0,2058.0
afq,sau,2038.5,1983.0,1143.0,,,,,,,
afq,sco,2017.5,2254.5,804.0,,,,,,,
afq,sfr,2344.0,2406.0,813.0,,,,,,,1882.5
afq,sil,2004.5,2349.0,861.0,,,,,,2148.0,957.0
afq,slr,1881.0,2110.5,853.5,,,,,,,
afq,son,2358.0,2562.0,834.0,,,,,,,
afq,spe,2330.5,2698.5,1494.0,,,,,,,
afq,spy,1680.5,1929.0,,,,,,,,
afq,srr,2297.0,2673.0,1518.0,,,,,,,
afq,syn,2020.5,1921.5,1159.5,,,,,,,1822.5
afq,tpo,1879.0,1858.5,,,,,,,,
afq,ttu,2253.5,2562.0,837.0,,,,,,,
afq,vch,2300.5,2559.0,856.5,,,,,,,
afq,vpa,2128.5,2493.0,822.0,,,,,,,
afq,wbr,2235.5,1599.0,,,,,,,,
afq,xcc,2368.0,2700.0,853.5,,,,,,,
afq,xoo,2365.0,2713.5,856.5,,,,,,,
agc,aaa,2097.5,2533.5,888.0,,,,,2346.0,,
agc,aaci,1988.5,2332.5,837.0,,,,,,,939.0
agc,aalg,1924.5,1792.5,714.0,,,,,,,991.5
agc,aamb,1502.0,,615.0,,,,,,,
agc,aaq,2001.5,2077.5,883.5,,,,,,,
agc,aaqi,1999.5,1425.0,603.0,,,,,,,
agc,aaqu,2106.5,2403.0,834.0,,,,,,,936.0
agc,aasc,2299.0,2404.5,1318.5,,,,,,,
agc,aba,2070.0,2314.5,889.5,,,,,,,967.5
agc,abo,2200.5,2332.5,786.0,,,,,2346.0,,
agc,ace,2104.5,2160.0,1440.0,,,,,1594.5,,
agc,acet,2306.5,2373.0,1330.5,,,,,,,892.5
agc,achr,2125.0,2545.5,888.0,,,,,2305.5,,970.5
agc,acib,2017.5,1447.5,582.0,,,,,,,
agc,acid,2105.0,2464.5,885.0,,,,,2337.0,,1485.0
agc,acii,2254.5,2464.5,883.5,,,,,2301.0,,936.0
agc,acin,2102.0,2466.0,885.0,,,,,2338.5,,
agc,acio,2089.0,2401.5,862.5,,,,,2394.0,,1453.5
agc,acip,2105.0,2478.0,888.0,,,,,2331.0,,1471.5
agc,acis,2105.0,2478.0,847.5,,,,,2331.0,,1471.5
agc,ack,2100.5,2478.0,885.0,,,,,2328.0,,972.0
agc,acom,2159.0,2553.0,903.0,,,,,2355.0,,1483.5
agc,acr,2328.5,2809.5,1548.0,,,,,2211.0,,
agc,acra,2131.0,2467.5,876.0,,,,,2346.0,,
agc,acry,2021.0,2211.0,897.0,,,,,1681.5,,
agc,acto,1927.0,2086.5,832.5,,,,,,,
agc,actt,1999.5,2253.0,1410.0,,,,,,,
agc,acu,2004.0,2349.0,840.0,,,,,2101.5,,
agc,ade,2166.0,2529.0,889.5,,,,,,,954.0
agc,adi,2247.5,2496.0,847.5,,,,,2487.0,,957.0
agc,adk,2115.5,2422.5,865.5,,,,,2271.0,,981.0
agc,adn,2115.5,2425.5,871.5,,,,,2281.5,,973.5
agc,adt,2125.5,2541.0,865.5,,,,,,,
agc,aeb,2013.0,2164.5,915.0,,,,,,,
agc,aeh,2276.0,2484.0,904.5,,,,,2491.5,,1557.0
agc,aei,2179.5,1999.5,714.0,,,,,,,
agc,aep,2287.5,2775.0,1600.5,,,,,,,
agc,aev,1932.0,1792.5,678.0,,,,,,,1015.5
agc,aez,2040.0,2380.5,928.5,,,,,,,
agc,afa,2098.5,2425.5,834.0,,,,,,,972.0
agc,afc,2031.0,1458.0,559.5,,,,,,,862.5
agc,afi,2163.0,2286.0,807.0,,,,,2163.0,,
agc,afla,1920.5,1732.5,717.0,,,,,1290.0,,
agc,afq,2103.5,2407.5,829.5,,,,,,,936.0
agc,agc,2946.0,5478.0,2430.0,,,,,5316.0,,2694.0
agc,agt,2826.0,3955.5,2004.0,,,,,2941.5,,2026.5
agc,agv,1832.0,2382.0,868.5,,,,,,,943.5
agc,aht,2339.5,2770.5,882.0,,,,,2571.0,,1527.0
agc,ahu,2407.5,3061.5,1686.0,,,,,2602.5,,1711.5
agc,ahz,1903.0,1645.5,633.0,,,,,,,
agc,ais,2116.5,2496.0,909.0,,,,,2230.5,,954.0
agc,aji,2010.0,2308.5,867.0,,,,,,,
agc,ajs,2108.5,2415.0,847.5,,,,,2341.5,,978.0
agc,aka,2143.0,2311.5,502.5,,,,,,,
agc,alg,2083.0,2041.5,766.5,,,,,,,790.5
agc,ali,2401.0,3016.5,1680.0,,,,,2607.0,,1716.0
agc,aln,2199.0,2338.5,781.5,,,,,2346.0,,
agc,alp,2001.0,1500.0,634.5,,,,,,,885.0
agc,als,1875.0,1741.5,684.0,,,,,,,
agc,alti,1951.5,1879.5,759.0,,,,,,,
agc,alv,2246.5,2250.0,895.5,,,,,,,967.5
agc,amah,1998.5,2584.5,859.5,,,,,2247.0,,1317.0
agc,amc,2104.0,,766.5,,,,,2062.5,,
agc,ame,,,900.0,,,,,,,
agc,amh,2094.0,2127.0,,,,,,2062.5,,
agc,ami,2094.5,2353.5,1629.0,,,,,1657.5,,
agc,amih,2674.5,3730.5,1884.0,,,,,2748.0,,1954.5
agc,amol,2009.0,1414.5,588.0,,,,,,,
agc,amr,2056.0,2025.0,763.5,,,,,,,889.5
agc,ams,2074.0,2155.5,1614.0,,,,,,,
agc,amv,2328.0,2821.5,1551.0,,,,,2442.0,,
agc,amyb,2073.5,2355.0,1653.0,,,,,1648.5,,
agc,amyy,2069.5,2401.5,1656.0,,,,,1638.0,,
agc,ane,1966.0,2190.0,853.5,,,,,,,963.0
agc,anp,1936.5,1768.5,697.5,,,,,,,
agc,ant,1995.5,1510.5,628.5,,,,,,,
agc,aoa,2057.5,2614.5,918.0,,,,,2314.5,,1462.5
agc,aol,2475.5,3246.0,1762.5,,,,,2715.0,,1968.0
agc,aon,2108.5,2557.5,886.5,,,,,2344.5,,1437.0
agc,aos,1966.5,2329.5,852.0,,,,,,,960.0
agc,apac,2250.0,2581.5,849.0,,,,,2458.5,,990.0
agc,ape,1534.0,,790.5,,,,,,,
agc,apn,2030.0,2260.5,880.5,,,,,1674.0,,
agc,apoc,2007.0,1440.0,583.5,,,,,,,
agc,apom,2306.5,2373.0,1330.5,,,,,,,891.0
agc,app,2168.5,2545.5,871.5,,,,,2341.5,,969.0
agc,apre,2080.5,2361.0,1626.0,,,,,1657.5,,
agc,aprs,2232.5,2440.5,846.0,,,,,,,933.0
agc,aqa,1895.5,1567.5,627.0,,,,,,,
agc,aql,2146.5,,853.5,,,,,2290.5,,1362.0
agc,aqs,2124.0,2601.0,831.0,,,,,2224.5,,1336.5
agc,arc,2003.5,1405.5,579.0,,,,,,,
agc,arl,2026.0,2307.0,897.0,,,,,1636.5,,
agc,arm,2007.5,2194.5,885.0,,,,,,,
agc,aro,2853.0,4014.0,2028.0,,,,,2929.5,,2029.5
agc,art,2040.5,2278.5,882.0,,,,,1693.5,,
agc,artp,2029.0,2289.0,906.0,,,,,1710.0,,
agc,aru,2014.5,2323.5,915.0,,,,,1690.5,,
agc,ary,2026.0,2304.0,901.5,,,,,1638.0,,
agc,asc,1504.5,,813.0,,,,,,,919.5
agc,asd,2033.0,2095.5,1444.5,,,,,,,
agc,asip,2074.0,2142.0,774.0,,,,,,,822.0
agc,ask,1979.5,1467.0,592.5,,,,,,,
agc,asl,1791.5,1729.5,673.5,,,,,,,
agc,asv,2306.5,2382.0,1327.5,,,,,,,889.5
agc,asw,2117.5,2521.5,894.0,,,,,2257.5,,
agc,ata,2825.5,3951.0,1992.0,,,,,2937.0,,2005.5
agc,atp,1992.0,1461.0,574.5,,,,,,,880.5
agc,atu,2837.5,3985.5,2061.0,,,,,2973.0,,2017.5
agc,atw,2183.0,2526.0,885.0,,,,,2340.0,,1267.5
agc,ava,2004.0,1734.0,729.0,,,,,,,
agc,axy,2120.5,2523.0,879.0,,,,,2274.0,,985.5
agc,aza,2159.5,2575.5,909.0,,,,,2367.0,,1491.0
agc,azc,2543.5,3201.0,1813.5,,,,,2619.0,,
agc,azd,2151.0,2517.0,913.5,,,,,2398.5,,1485.0
agc,azi,2158.0,2548.5,867.0,,,,,2386.5,,1522.5
agc,azl,2414.5,3066.0,1701.0,,,,,2652.0,,1719.0
agc,azm,2399.5,3039.0,1695.0,,,,,2601.0,,
agc,azo,2161.0,2629.5,912.0,,,,,2298.0,,1473.0
agc,azq,2169.5,2605.5,888.0,,,,,2379.0,,1456.5
agc,azr,2155.5,2629.5,903.0,,,,,2341.5,,1498.5
agc,azt,2395.5,3100.5,915.0,,,,,2577.0,,1779.0
agc,azz,2399.5,3124.5,943.5,,,,,2676.0,,1794.0
agc,babb,2716.5,3583.5,1777.5,,,,,,,1930.5
agc,babr,2716.5,3583.5,1780.5,,,,,,,1930.5
agc,bac,2144.0,2527.5,912.0,,,,,,,
agc,bacb,2122.0,1948.5,769.5,,,,,1404.0,,
agc,bacl,2122.5,1941.0,742.5,,,,,1360.5,,
agc,baco,2165.0,2086.5,771.0,,,,,,,
agc,bacp,2117.5,1966.5,768.0,,,,,1408.5,,
agc,bacs,2116.0,1954.5,769.5,,,,,,,
agc,bacy,2121.5,1936.5,745.5,,,,,1374.0,,
agc,bae,2120.0,1926.0,738.0,,,,,1336.5,,
agc,bag,2160.0,2049.0,786.0,,,,,,,
agc,bage,2097.0,2320.5,814.5,,,,,2271.0,,
agc,bah,2028.0,1747.5,694.5,,,,,,,
agc,bai,2029.5,1747.5,694.5,,,,,,,
agc,bao,2124.5,1966.5,760.5,,,,,,,
agc,bapi,2685.0,3069.0,1542.0,,,,,,,
agc,baq,2127.5,1950.0,769.5,,,,,,,
agc,bar,2026.0,1747.5,694.5,,,,,,,
agc,bast,1985.5,2250.0,1351.5,,,,,,,
agc,bat,2030.5,1747.5,694.5,,,,,,,
agc,bax,2092.0,1747.5,694.5,,,,,,,
agc,bay,2120.0,1954.5,769.5,,,,,1384.5,,
agc,baz,2111.0,1966.5,762.0,,,,,,,
agc,bbet,2479.0,3237.0,,,,,,2631.0,,1965.0
agc,bbh,2138.0,2550.0,886.5,,,,,,,
agc,bbm,2135.0,2545.5,891.0,,,,,,,
agc,bbr,2138.0,2541.0,886.5,,,,,,,
agc,bbt,2476.0,3244.5,1755.0,,,,,2694.0,,2001.0
agc,bby,2087.0,1705.5,690.0,,,,,,,
agc,bcad,1930.0,1900.5,700.5,,,,,,,852.0
agc,bce,2017.5,1711.5,691.5,,,,,,,
agc,bcl,2139.5,2004.0,753.0,,,,,1353.0,,
agc,bfr,1850.5,1969.5,723.0,,,,,,,
agc,bja,2454.5,3303.0,1813.5,,,,,2650.5,,1995.0
agc,bjs,2129.0,1911.0,745.5,,,,,1326.0,,
agc,bju,2462.0,3261.0,1774.5,,,,,2622.0,,972.0
agc,bld,2124.5,2004.0,787.5,,,,,1408.5,,909.0
agc,blh,2118.0,2011.5,772.5,,,,,1426.5,,894.0
agc,bli,2121.0,2004.0,789.0,,,,,1408.5,,909.0
agc,bly,1983.5,2320.5,891.0,,,,,,,
agc,bma,2079.0,2503.5,901.5,,,,,2386.5,,946.5
agc,bmab,2146.0,2503.5,901.5,,,,,2383.5,,946.5
agc,bmyc,2095.5,1764.0,676.5,,,,,,,
agc,bnc,1934.0,1753.5,697.5,,,,,,,
agc,boz,2113.0,2385.0,862.5,,,,,,,
agc,bpa,2138.0,2541.0,889.5,,,,,,,
agc,bpz,2146.0,2470.5,906.0,,,,,2383.5,,946.5
agc,bql,2130.5,1966.5,760.5,,,,,,,
agc,bqy,2116.0,1948.5,769.5,,,,,1395.0,,
agc,bra,2477.5,3292.5,1740.0,,,,,2662.5,,1981.5
agc,bsau,1996.5,2061.0,861.0,,,,,,,
agc,bsui,2570.0,3561.0,1780.5,,,,,,,1935.0
agc,bth,1662.0,1840.5,772.5,,,,,,,
agc,btr,2688.0,2749.5,1354.5,,,,,,,
agc,bxe,2069.0,2545.5,867.0,,,,,,,
agc,cac,875.5,1603.5,,,,,,,,
agc,cau,1854.0,2137.5,862.5,,,,,,,
agc,cgl,2083.5,2211.0,865.5,,,,,,,
agc,cko,245.5,2395.5,840.0,,,,,2296.5,,
agc,ctu,2120.5,2482.5,832.5,,,,,2404.5,,
agc,ddn,2129.0,2317.5,838.5,,,,,,,
agc,dha,,,1054.5,,,,,,,
agc,dse,,,1362.0,,,,,,,
agc,eco,2103.0,2349.0,801.0,,,,,,,
agc,ent,2099.0,2334.0,817.5,,,,,2191.5,,
agc,esa,238.0,2445.0,831.0,,,,,2433.0,,
agc,fjo,1916.5,1741.5,682.5,,,,,,,784.5
agc,gme,2204.0,2406.0,823.5,,,,,,,942.0
agc,hde,2104.0,1909.5,705.0,,,,,,,
agc,hpy,2033.0,1669.5,681.0,,,,,,,
agc,kpn,2108.0,2451.0,828.0,,,,,2430.0,,
agc,lap,2547.0,3333.0,1752.0,,,,,2695.5,,
agc,lmo,2107.0,1774.5,688.5,,,,,,,
agc,mag,2423.5,2949.0,891.0,,,,,2647.5,,1740.0
agc,mcp,1978.5,1249.5,,,,,,,,
agc,mlo,2674.5,3652.5,1822.5,,,,,2856.0,,
agc,mmu,,,1237.5,,,,,,,
agc,mtu,2050.0,2254.5,885.0,,,,,,,
agc,mxa,2116.0,2520.0,880.5,,,,,,,
agc,nfa,2056.5,2355.0,1542.0,,,,,,,
agc,nme,,2340.0,862.5,,,,,,,942.0
agc,nos,1990.5,1705.5,730.5,,,,,,,
agc,npc,2038.5,2161.5,888.0,,,,,1666.5,,
agc,nwi,2469.5,3148.5,1702.5,,,,,,,
agc,pae,2203.5,2686.5,880.5,,,,,2341.5,,1423.5
agc,pam,2114.5,2346.0,804.0,,,,,2404.5,,
agc,paq,2128.0,2353.5,802.5,,,,,2403.0,,
agc,par,2159.5,2082.0,750.0,,,,,,,
agc,pcr,2157.5,2077.5,744.0,,,,,2112.0,,
agc,pdo,1943.0,2242.5,,,,,,,,
agc,pfl,2206.5,2565.0,859.5,,,,,,,
agc,pmh,2011.0,1242.0,654.0,,,,,,,
agc,pps,,,1290.0,,,,,,,
agc,ppu,2192.5,2652.0,880.5,,,,,,,
agc,psa,906.0,2592.0,871.5,,,,,2283.0,,1449.0
agc,rbd,2137.5,2523.0,895.5,,,,,,,
agc,rfr,2107.0,2394.0,775.5,,,,,2259.0,,966.0
agc,rhc,2419.0,2806.5,1600.5,,,,,2721.0,,
agc,rpa,2446.0,3270.0,1719.0,,,,,,,1896.0
agc,rso,2065.0,2607.0,868.5,,,,,2631.0,,978.0
agc,sau,2069.5,1849.5,661.5,,,,,,,
agc,sco,2074.0,2401.5,889.5,,,,,1878.0,,
agc,sfr,2127.5,2011.5,727.5,,,,,1974.0,,885.0
agc,sil,2368.5,2869.5,870.0,,,,,,,1566.0
agc,slr,1907.5,1998.0,853.5,,,,,,,
agc,son,2125.0,2239.5,795.0,,,,,,,
agc,spe,2111.0,2380.5,849.0,,,,,2425.5,,
agc,spy,1786.5,1792.5,,,,,,,,
agc,srr,2139.0,2374.5,850.5,,,,,2449.5,,
agc,syn,2038.0,1906.5,766.5,,,,,,,879.0
agc,tpo,1910.0,1779.0,,,,,,,,
agc,ttu,2185.5,2289.0,813.0,,,,,2353.5,,
agc,vch,2109.5,2278.5,787.5,,,,,,,
agc,vpa,1978.0,2160.0,747.0,,,,,1908.0,,
agc,wbr,2085.0,1296.0,,,,,,,,
agc,xcc,2168.0,2577.0,901.5,,,,,2326.5,,
agc,xoo,2174.0,2604.0,886.5,,,,,,,
agt,aaa,2099.0,2506.5,880.5,,,,,2341.5,,
agt,aaci,2038.0,2302.5,823.5,,,,,,,942.0
agt,aalg,1924.5,1858.5,715.5,,,,,,,960.0
agt,aamb,1524.5,,622.5,,,,,,,
agt,aaq,2052.5,2134.5,873.0,,,,,,,
agt,aaqi,1998.0,1512.0,625.5,,,,,,,
agt,aaqu,2126.0,2434.5,822.0,,,,,,,925.5
agt,aasc,2324.5,2538.0,1336.5,,,,,,,
agt,aba,2085.0,2356.5,880.5,,,,,,,967.5
agt,abo,2214.0,2356.5,772.5,,,,,2388.0,,
agt,ace,2082.0,2176.5,1444.5,,,,,1570.5,,
agt,acet,2332.0,2506.5,1324.5,,,,,,,924.0
agt,achr,2149.0,2502.0,855.0,,,,,2239.5,,970.5
agt,acib,2020.5,1491.0,592.5,,,,,,,
agt,acid,2139.5,2451.0,877.5,,,,,2319.0,,1447.5
agt,acii,2286.0,2454.0,858.0,,,,,2275.5,,939.0
agt,acin,2145.5,2445.0,868.5,,,,,2313.0,,
agt,acio,2138.5,2424.0,826.5,,,,,2334.0,,1426.5
agt,acip,2139.5,2460.0,870.0,,,,,2299.5,,1435.5
agt,acis,2139.5,2460.0,832.5,,,,,2299.5,,1435.5
agt,ack,2133.5,2418.0,859.5,,,,,2325.0,,969.0
agt,acom,2220.5,2568.0,901.5,,,,,2320.5,,1473.0
agt,acr,2322.5,2844.0,1528.5,,,,,2173.5,,
agt,acra,2123.5,2394.0,847.5,,,,,2361.0,,
agt,acry,2070.5,2326.5,880.5,,,,,1648.5,,
agt,acto,1958.5,2061.0,801.0,,,,,,,
agt,actt,2046.0,2293.5,1449.0,,,,,,,
agt,acu,2004.0,2359.5,825.0,,,,,2100.0,,
agt,ade,2130.0,2533.5,879.0,,,,,,,954.0
agt,adi,2223.5,2481.0,826.5,,,,,2515.5,,972.0
agt,adk,2118.5,2446.5,861.0,,,,,2268.0,,961.5
agt,adn,2118.5,2449.5,859.5,,,,,2262.0,,958.5
agt,adt,2152.5,2494.5,844.5,,,,,,,
agt,aeb,2038.5,2137.5,882.0,,,,,,,
agt,aeh,2282.0,2497.5,894.0,,,,,2529.0,,1551.0
agt,aei,2196.0,2112.0,720.0,,,,,,,
agt,aep,2274.0,2791.5,1582.5,,,,,,,
agt,aev,1963.5,1897.5,700.5,,,,,,,999.0
agt,aez,2064.0,2337.0,891.0,,,,,,,
agt,afa,2121.0,2463.0,831.0,,,,,,,966.0
agt,afc,2032.5,1543.5,588.0,,,,,,,877.5
agt,afi,2152.5,2304.0,798.0,,,,,2128.5,,
agt,afla,1938.5,1825.5,712.5,,,,,1335.0,,
agt,afq,2129.0,2434.5,820.5,,,,,,,925.5
agt,agc,2826.0,3955.5,2004.0,,,,,2941.5,,2026.5
agt,agt,2982.0,5586.0,2430.0,,,,,5298.0,,2694.0
agt,agv,1857.5,2353.5,846.0,,,,,,,943.5
agt,aht,2326.0,2821.5,870.0,,,,,2617.5,,1539.0
agt,ahu,2439.0,3042.0,1617.0,,,,,2637.0,,1732.5
agt,ahz,1937.5,1704.0,645.0,,,,,,,
agt,ais,2146.5,2494.5,880.5,,,,,2185.5,,952.5
agt,aji,2056.5,2358.0,825.0,,,,,,,
agt,ajs,2131.0,2446.5,856.5,,,,,2302.5,,948.0
agt,aka,2162.5,2362.5,498.0,,,,,,,
agt,alg,2087.5,2049.0,795.0,,,,,,,787.5
agt,ali,2392.0,2995.5,1642.5,,,,,2625.0,,1767.0
agt,aln,2215.5,2361.0,772.5,,,,,2388.0,,
agt,alp,2035.5,1555.5,628.5,,,,,,,907.5
agt,als,1924.5,1819.5,688.5,,,,,,,
agt,alti,1933.5,1945.5,751.5,,,,,,,
agt,alv,2218.0,2248.5,868.5,,,,,,,946.5
agt,amah,2016.5,2467.5,849.0,,,,,2310.0,,1347.0
agt,amc,2131.0,,784.5,,,,,2073.0,,
agt,ame,,,871.5,,,,,,,
agt,amh,2131.5,2160.0,,,,,,2070.0,,
agt,ami,2073.5,2317.5,1573.5,,,,,1579.5,,
agt,amih,2635.5,3729.0,1861.5,,,,,2767.5,,1978.5
agt,amol,2018.0,1492.5,580.5,,,,,,,
agt,amr,2065.0,2056.5,765.0,,,,,,,882.0
agt,ams,2084.5,2113.5,1567.5,,,,,,,
agt,amv,2340.0,2848.5,1528.5,,,,,2380.5,,
agt,amyb,2106.5,2353.5,1582.5,,,,,1584.0,,
agt,amyy,2057.5,2380.5,1593.0,,,,,1602.0,,
agt,ane,1999.0,2154.0,838.5,,,,,,,951.0
agt,anp,1950.0,1875.0,694.5,,,,,,,
agt,ant,2006.0,1563.0,628.5,,,,,,,
agt,aoa,2080.0,2539.5,873.0,,,,,2358.0,,1459.5
agt,aol,2510.0,3276.0,1734.0,,,,,2664.0,,1884.0
agt,aon,2150.5,2509.5,858.0,,,,,2325.0,,1452.0
agt,aos,2019.0,2331.0,837.0,,,,,,,951.0
agt,apac,2266.5,2556.0,858.0,,,,,2572.5,,943.5
agt,ape,1531.0,,757.5,,,,,,,
agt,apn,2073.5,2379.0,864.0,,,,,1653.0,,
agt,apoc,2007.0,1548.0,595.5,,,,,,,
agt,apom,2332.0,2506.5,1324.5,,,,,,,892.5
agt,app,2174.5,2527.5,880.5,,,,,2304.0,,997.5
agt,apre,2103.0,2292.0,1579.5,,,,,1600.5,,
agt,aprs,2255.0,2433.0,816.0,,,,,,,940.5
agt,aqa,1928.5,1656.0,630.0,,,,,,,
agt,aql,2191.5,,816.0,,,,,2319.0,,1389.0
agt,aqs,2169.0,2547.0,832.5,,,,,2311.5,,1348.5
agt,arc,2029.0,1509.0,591.0,,,,,,,
agt,arl,2071.0,2340.0,900.0,,,,,1653.0,,
agt,arm,2028.5,2175.0,868.5,,,,,,,
agt,aro,2955.0,4833.0,2259.0,,,,,4339.5,,2514.0
agt,art,2055.5,2383.5,885.0,,,,,1644.0,,
agt,artp,2077.0,2388.0,882.0,,,,,1672.5,,
agt,aru,2059.5,2371.5,889.5,,,,,1656.0,,
agt,ary,2071.0,2338.5,886.5,,,,,1627.5,,
agt,asc,1495.5,,795.0,,,,,,,924.0
agt,asd,2057.0,2182.5,1425.0,,,,,,,
agt,asip,2077.0,2125.5,762.0,,,,,,,811.5
agt,ask,2012.5,1600.5,616.5,,,,,,,
agt,asl,1775.0,1867.5,661.5,,,,,,,
agt,asv,2332.0,2520.0,1330.5,,,,,,,897.0
agt,asw,2143.0,2470.5,861.0,,,,,2190.0,,
agt,ata,2980.0,5517.0,2346.0,,,,,5184.0,,2625.0
agt,atp,1992.0,1557.0,583.5,,,,,,,895.5
agt,atu,2924.5,4609.5,2211.0,,,,,4164.0,,2481.0
agt,atw,2202.5,2475.0,850.5,,,,,2329.5,,1308.0
agt,ava,2016.0,1815.0,727.5,,,,,,,
agt,axy,2140.0,2520.0,856.5,,,,,2236.5,,966.0
agt,aza,2186.5,2484.0,886.5,,,,,2364.0,,1479.0
agt,azc,2530.0,3237.0,1780.5,,,,,2611.5,,
agt,azd,2206.5,2493.0,886.5,,,,,2379.0,,1498.5
agt,azi,2204.5,2479.5,864.0,,,,,2373.0,,1471.5
agt,azl,2401.0,3052.5,1639.5,,,,,2644.5,,1728.0
agt,azm,2425.0,3016.5,1629.0,,,,,2628.0,,
agt,azo,2197.0,2547.0,876.0,,,,,2380.5,,1468.5
agt,azq,2210.0,2605.5,876.0,,,,,2376.0,,1453.5
agt,azr,2206.5,2551.5,874.5,,,,,2344.5,,1500.0
agt,azt,2427.0,3102.0,879.0,,,,,2554.5,,1746.0
agt,azz,2431.0,3123.0,918.0,,,,,2634.0,,1755.0
agt,babb,2701.5,3679.5,1804.5,,,,,,,1989.0
agt,babr,2701.5,3679.5,1807.5,,,,,,,1989.0
agt,bac,2172.5,2527.5,868.5,,,,,,,
agt,bacb,2135.5,2095.5,768.0,,,,,1431.0,,
agt,bacl,2121.0,2064.0,777.0,,,,,1398.0,,
agt,baco,2154.5,2097.0,784.5,,,,,,,
agt,bacp,2131.0,2086.5,763.5,,,,,1428.0,,
agt,bacs,2128.0,2073.0,769.5,,,,,,,
agt,bacy,2135.0,2065.5,783.0,,,,,1381.5,,
agt,bae,2130.5,1983.0,754.5,,,,,1393.5,,
agt,bag,2142.0,2092.5,786.0,,,,,,,
agt,bage,2100.0,2329.5,811.5,,,,,2359.5,,
agt,bah,2013.0,1794.0,694.5,,,,,,,
agt,bai,2014.5,1792.5,694.5,,,,,,,
agt,bao,2100.5,2070.0,775.5,,,,,,,
agt,bapi,2725.5,3144.0,1558.5,,,,,,,
agt,baq,2103.5,2082.0,772.5,,,,,,,
agt,bar,2011.0,1792.5,694.5,,,,,,,
agt,bast,1970.5,2248.5,1366.5,,,,,,,
agt,bat,2017.0,1792.5,691.5,,,,,,,
agt,bax,2081.5,1792.5,691.5,,,,,,,
agt,bay,2127.5,2089.5,768.0,,,,,1413.0,,
agt,baz,2127.5,2070.0,774.0,,,,,,,
agt,bbet,2522.5,3286.5,,,,,,2602.5,,1959.0
agt,bbh,2159.0,2485.5,871.5,,,,,,,
agt,bbm,2156.0,2470.5,873.0,,,,,,,
agt,bbr,2159.0,2476.5,871.5,,,,,,,
agt,bbt,2504.5,3286.5,1756.5,,,,,2662.5,,1915.5
agt,bby,2114.0,1780.5,687.0,,,,,,,
agt,bcad,1957.0,1932.0,709.5,,,,,,,850.5
agt,bce,2017.5,1776.0,690.0,,,,,,,
agt,bcl,2156.0,2049.0,766.5,,,,,1366.5,,
agt,bfr,1883.5,2055.0,735.0,,,,,,,
agt,bja,2484.5,3175.5,1791.0,,,,,2596.5,,1999.5
agt,bjs,2105.0,2035.5,772.5,,,,,1338.0,,
agt,bju,2487.5,3294.0,1765.5,,,,,2608.5,,937.5
agt,bld,2094.5,2079.0,795.0,,,,,1404.0,,883.5
agt,blh,2088.0,2088.0,777.0,,,,,1401.0,,888.0
agt,bli,2112.0,2079.0,801.0,,,,,1404.0,,883.5
agt,bly,2027.0,2286.0,864.0,,,,,,,
agt,bma,2085.0,2487.0,882.0,,,,,2365.5,,972.0
agt,bmab,2158.0,2487.0,882.0,,,,,2365.5,,972.0
agt,bmyc,2076.0,1792.5,672.0,,,,,,,
agt,bnc,1932.5,1794.0,691.5,,,,,,,
agt,boz,2138.5,2365.5,831.0,,,,,,,
agt,bpa,2159.0,2475.0,870.0,,,,,,,
agt,bpz,2159.5,2509.5,883.5,,,,,2361.0,,973.5
agt,bql,2106.5,2070.0,775.5,,,,,,,
agt,bqy,2126.5,2095.5,768.0,,,,,1425.0,,
agt,bra,2506.0,3348.0,1728.0,,,,,2662.5,,1932.0
agt,bsau,2037.0,2109.0,823.5,,,,,,,
agt,bsui,2549.0,3684.0,1807.5,,,,,,,1993.5
agt,bth,1654.5,1912.5,787.5,,,,,,,
agt,btr,2689.5,2796.0,1389.0,,,,,,,
agt,bxe,2091.5,2481.0,861.0,,,,,,,
agt,cac,904.0,1657.5,,,,,,,,
agt,cau,1870.5,2161.5,867.0,,,,,,,
agt,cgl,2103.0,2215.5,850.5,,,,,,,
agt,cko,239.5,2422.5,816.0,,,,,2368.5,,
agt,ctu,2140.0,2499.0,835.5,,,,,2587.5,,
agt,ddn,2108.0,2293.5,825.0,,,,,,,
agt,dha,,,1038.0,,,,,,,
agt,dse,,,1332.0,,,,,,,
agt,eco,2110.5,2319.0,786.0,,,,,,,
agt,ent,2094.5,2377.5,783.0,,,,,2224.5,,
agt,esa,230.5,2505.0,832.5,,,,,2572.5,,
agt,fjo,1931.5,1821.0,666.0,,,,,,,790.5
agt,gme,2207.0,2392.5,805.5,,,,,,,946.5
agt,hde,2120.5,1948.5,700.5,,,,,,,
agt,hpy,2051.0,1774.5,687.0,,,,,,,
agt,kpn,2117.0,2496.0,819.0,,,,,2488.5,,
agt,lap,2593.5,3286.5,1707.0,,,,,2703.0,,
agt,lmo,2123.5,1851.0,696.0,,,,,,,
agt,mag,2458.0,3012.0,855.0,,,,,2674.5,,1731.0
