0.091415	1.059935	0.017135	0.017319	0.025023	0.068544	0.027989	0.000000	0.187819	0.029467	0.006060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019675	0.043789	0.110870	0.048641	0.029603	0.189695	0.115045	0.006660	0.058749	0.002724	0.001334	0.003760	0.023387	0.020146	0.002444	0.001228	0.001145	0.001507	0.008325	0.000000	0.002200	0.001748	0.016544	0.066846	0.044818	0.066273	0.077739	0.038994	0.079118	0.110694	0.004299	0.000000	0.000904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.002412	0.000000	0.000000	0.002561	0.011887	0.003805	0.000000	0.003798	0.045695	0.069647	0.019391	0.012873	0.044584	0.017931	0.004029	0.001390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003877	0.003491	0.015059	0.038903	0.520585	0.604496	2.025588	1.975787	0.597039	0.018245	0.000000	0.008020	0.021857	0.033820	0.080984	0.203651	0.641182	0.660062	0.494503	0.660521	0.023791	0.000427	0.044059	0.406505	0.485480	1.491485	1.947601	1.095450	1.155534	1.318812	1.224893	0.143864	0.003495	0.068790	0.261283	1.329601	1.329581	3.361246	1.775889	3.735612	2.740734	0.102094	0.000000	0.000452	0.001856	0.000990	0.014092	0.036951	0.117766	1.028769	1.912947	1.617895	2.743872	0.071081	0.000740	0.002672	0.021490	0.038941	0.047744	8.894083	7.592659	12.155398	9.311170	7.981253	2.066142	0.004495	0.102910	0.313277	0.037256	0.057886	0.075125	0.148344	1.953350	4.008563	5.441122	0.009338	0.006990	0.007215	0.010264	0.055200	0.069065	0.079948	0.662978	1.231134	2.201344	5.017177	3.681280	0.009509	0.121678	0.183577	0.183906	0.250677	0.365953	0.578605	2.040694	6.359059	6.627833	0.032091	0.012982
0.001083	0.041982	0.010682	0.012406	0.027133	0.022263	0.025797	0.013799	0.020010	0.018148	0.039943	0.009494	0.002972	0.000000	0.000000	0.000536	0.000740	0.002314	0.000537	0.000618	0.008285	0.014344	0.010392	0.016324	0.016785	0.013478	0.015418	0.015903	0.009786	0.010536	0.007558	0.026524	0.021396	0.016240	0.020091	0.025546	0.017815	0.033814	0.035260	0.021956	0.013617	0.018200	0.024003	0.027159	0.022377	0.021983	0.019315	0.012657	0.017496	0.015137	0.011685	0.021340	0.010406	0.014451	0.017233	0.020474	0.015977	0.009645	0.007359	0.007344	0.007476	0.004946	0.007945	0.008263	0.039881	0.053184	0.042627	0.027161	0.026393	0.028130	0.027218	0.041231	0.023822	0.017562	0.007455	0.005415	0.003563	0.021751	0.005510	0.003261	0.003677	0.000000	0.007343	0.000000	0.002461	0.001727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001149	0.001811	0.000000	0.000000	0.000000	0.000000	0.005396	0.005363	0.000000	0.013626	0.001748	0.005609	0.003662	0.004116	0.000000	0.000000	0.010003	0.000000	0.000000	0.000000	0.000000	0.003685
0.023429	0.002290	0.008234	0.026653	0.004522	0.001386	0.016692	0.023899	0.042002	0.002244	0.061429	0.073846	0.036408	0.040264	0.016140	0.037277	0.019795	0.002892	0.025516	0.009264	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002590	0.004872	0.006758	0.001402	0.009208	0.005804	0.000000	0.000000	0.000000	0.000000	0.000000	0.003921	0.013477	0.005938	0.008188	0.012016	0.007629	0.005363	0.016229	0.002815	0.004856	0.028550	0.021849	0.014577	0.037029	0.002630	0.014227	0.014312	0.013253	0.018027	0.003667	0.000000	0.090037	0.096609	0.081071	0.077137	0.069821	0.064990	0.050516	0.044074	0.027583	0.013243	0.001581	0.035582	0.018011	0.008578	0.000000	0.024097	0.032446	0.015588	0.014686	0.027238	0.012595	0.000000	0.003409	0.012378	0.005878	0.000000	0.019178	0.000000	0.000000	0.037637	0.015454	0.026369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006339	0.012205	0.000000	0.005066	0.004028	0.003597	0.000000	0.000000	0.004542	0.001608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.566909	0.760565	0.155329	0.174909	0.681338	0.257455	0.233856	0.189340	0.255379	0.203536	0.164178	0.035236	0.014674	0.035368	0.017649	0.015554	0.029045	0.004242	0.004566	0.000000	0.010892	0.048383	0.041214	0.071828	0.043470	0.057575	0.044767	0.074152	0.033619	0.040132	0.023843	0.570666	0.585678	0.798577	0.750671	0.802062	0.625714	0.899112	0.681965	0.849450	0.671214	0.478151	0.228027	0.323295	0.248693	0.280604	0.299598	0.277332	0.327334	0.475906	0.735716	0.453670	0.123107	0.213360	0.188790	0.201956	0.264275	0.233410	0.223865	0.322404	0.256727	0.188887	0.190923	0.060462	0.212814	0.257623	0.156365	0.252923	0.187628	0.187211	0.182455	0.177516	0.126991	0.126244	0.031854	0.040532	0.062345	0.061577	0.073253	0.052904	0.075492	0.080539	0.035083	0.054663	0.022728	0.009929	0.008293	0.023553	0.000000	0.011818	0.057533	0.041125	0.030491	0.021171	0.053753	0.049992	0.017367	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002314	0.000000	0.000000	0.004845	0.004028	0.010138	0.004744	0.021588	0.004542	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002939	0.001654	4.176755	3.239490	2.149091	0.389305	0.173688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012974	0.683252	0.180569	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009780	0.018641	0.018709	0.012173	0.054352	0.063885	0.144899	0.471241	0.719726	0.002006	0.003267
0.010022	0.053890	0.008234	0.000000	0.003618	0.004619	0.000000	0.000000	0.004161	0.001171	0.000000	0.000000	0.004644	0.000000	0.000000	0.000000	0.002220	0.002314	0.000000	0.000000	0.001999	0.002007	0.008502	0.001399	0.005739	0.004318	0.003111	0.000000	0.010575	0.000000	0.001168	0.000000	0.000000	0.018012	0.005114	0.724800	0.942973	0.327799	0.613281	0.026172	0.013485	0.000000	0.006116	0.007043	0.011824	0.005938	0.010287	0.003204	0.000000	0.003200	0.008115	0.003087	0.000320	0.003407	0.004770	0.002457	0.019172	0.000000	0.004742	0.005838	0.010364	0.000000	0.000000	0.003655	0.002264	0.009271	0.003785	0.000000	0.000000	0.012222	0.013148	0.005078	0.003940	0.012668	0.000000	0.000000	0.000000	0.000000	0.000000	0.063956	0.056457	0.040369	0.008975	0.000000	0.005356	0.000000	0.001566	0.000000	0.000000	0.001891	0.396340	0.011677	0.201872	0.076058	0.054089	0.003846	0.000000	0.001489	0.000000	0.000000	0.021714	0.000000	0.007340	0.001674	0.002842	0.005775	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016972	0.005326	0.000000	0.017583	0.025857	0.000000	0.005725	0.010233	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004177	0.004156	0.013173	0.004538	0.004892	0.006922	0.002798	0.013326	0.000000	0.005501	0.001357	0.005068	0.011175	0.015675	0.012763	0.025171	0.015485	0.015246	0.012546	0.011422	0.017580	0.007356	0.002779	0.005023	0.006320	0.006660	0.002919	0.003756	0.012137	0.009284	0.009048	0.002235	0.002663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.243774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.152976	0.000490	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.013001	0.003817	0.004673	0.026531	0.011758	0.006466	0.033553	0.017497	0.029917	0.028199	0.050135	0.140730	0.098820	0.002721	0.008244	0.017566	0.018685	0.010026	0.004297	0.021154	0.002785	0.003642	0.005196	0.001166	0.008751	0.003140	0.006627	0.005360	0.001894	0.002011	0.007558	0.005713	0.005743	0.009449	0.009863	0.010281	0.003403	0.008580	0.002853	0.000000	0.002115	0.002849	0.003808	0.003994	0.002034	0.001263	0.002519	0.006248	0.003357	0.008563	0.001298	0.001453	0.003469	0.009164	0.008155	0.015396	0.015413	0.017361	0.013900	0.017514	0.019029	0.011327	0.008923	0.004290	0.033785	0.026592	0.037448	0.029986	0.013196	0.025996	0.019606	0.049761	0.019344	0.027494	0.009375	0.027847	0.041959	0.041051	0.024634	0.030619	0.009085	0.017587	0.008975	0.000939	0.018241	0.011778	0.020824	0.024585	0.020573	0.021508	0.016381	0.017770	0.048891	0.007449	0.044346	0.053288	0.017163	0.053786	0.015774	0.074681	0.057075	0.019664	0.014168	0.019531	0.011179	0.001540	0.003352	0.008044	0.010152	0.012075	0.020943	0.016564	0.013214	0.004728	0.027471	0.002888	0.019499	0.003555	0.011607	0.015533	0.018973	0.016090	0.013977	0.009762	0.013868	0.011231	0.013464	0.012844	0.011318	0.006784
