0.098932	0.211794	1.630421	2.835782	3.511293	3.215585	3.679724	3.129997	2.975763	0.896662	0.198838
0.331258	0.676792	1.198080	1.597750	2.112372	2.256971	2.884137	2.495576	2.305791	0.687758	0.270494
0.322827	0.828535	1.625619	2.318834	2.091688	2.528775	1.992546	2.582579	2.868239	0.702792	0.243385
0.635266	1.855697	2.129608	2.449382	2.802985	3.290063	3.162413	3.321916	3.168018	1.417815	0.420284
1.281001	2.184136	2.797876	2.328110	2.801148	3.028444	3.282552	3.150185	2.790447	0.613468	0.322514
0.942599	1.324839	2.090698	2.284948	3.015112	2.736300	2.750812	2.632584	2.683007	1.920197	0.509404
0.546625	1.318128	1.883571	2.561417	6.509614	3.633098	5.546124	4.684805	4.826369	3.772100	1.021430
0.651541	0.741077	1.209437	1.663588	1.742000	1.726756	2.428601	2.441859	2.624889	0.599868	0.284658
0.408896	0.659448	1.247287	1.936278	2.703975	2.789808	3.319467	3.635272	4.279637	3.723926	0.646752
0.771894	1.090212	1.248970	1.450660	1.883848	2.067950	2.666241	3.445137	3.322086	0.954861	0.382123
