0.036680	0.031883	0.157838	0.401499	0.213256	0.155754	0.223384	0.311198	0.301442	0.246853	0.339931
0.065338	0.099003	0.097732	0.150926	0.101485	0.178520	0.557821	0.747278	0.416470	0.301564	0.313613
0.019396	0.086340	0.125042	0.082752	0.116791	0.422028	0.449843	0.421756	0.468697	0.325444	0.215953
0.114277	0.268901	0.317607	0.344477	0.098015	0.097259	0.129955	0.101104	0.130925	0.122103	0.160078
0.073888	0.068505	0.051017	0.054755	0.066112	0.101386	0.073636	0.104063	0.126783	0.090824	0.097492
0.028079	0.081376	0.095813	0.056216	0.137541	0.062990	0.047139	0.056055	0.116757	0.058677	0.076824
0.013022	0.035317	0.057019	0.043706	0.031582	0.013912	0.052047	0.019818	0.037775	0.059837	0.022560
0.019242	0.018913	0.014440	0.003045	0.013953	0.007325	0.008120	0.017959	0.006753	0.011585	0.009880
0.008038	0.007115	0.022034	0.015529	0.007560	0.013682	0.024653	0.016588	0.016537	0.014898	0.014816
0.009385	0.018105	0.011949	0.010868	0.012846	0.015099	0.012957	0.016392	0.020606	0.022701	0.001638
