0.016259	0.054649	0.107608	0.138596	0.138631	0.145497	0.135565	0.147061	0.133300	0.144724	0.120590
0.043872	0.109627	0.185646	0.227923	0.140964	0.224431	0.208802	0.214106	0.249277	0.186414	0.256792
0.041947	0.170154	0.143555	0.265062	0.229638	0.244574	0.198712	0.233915	0.263150	0.285108	0.211848
0.000000	0.314209	0.307928	0.175667	0.142463	0.144984	0.153306	0.196245	0.175578	0.240514	0.307579
0.166957	0.279150	0.179906	0.178966	0.123985	0.147575	0.159678	0.179443	0.218334	0.551819	0.170230
0.184767	0.156845	0.324660	0.325457	0.340671	0.198385	0.192924	0.253873	0.334666	0.151519	0.144607
0.045698	0.107885	0.269790	0.303582	0.392772	0.259447	0.293617	0.221555	0.159545	0.143608	0.062348
0.045524	0.069505	0.097334	0.153515	0.212407	0.258471	0.186606	0.000000	0.198863	0.044227	0.066784
0.042028	0.067176	0.109478	0.160155	0.231782	0.218084	0.444432	0.339066	0.266657	0.196738	0.079371
0.068664	0.091846	0.228054	0.354202	0.361003	0.426551	0.444844	0.368662	0.388220	0.127986	0.071023
