0.562773	0.569127	0.454800	0.523896	0.562459	0.541133	0.512042	0.485345	0.487207	0.526516	0.513805
0.505951	0.496387	0.523117	0.495365	0.544134	0.579699	0.498051	0.454420	0.456099	0.481514	0.537189
0.540432	0.582937	0.472559	0.516563	0.575272	0.560200	0.532060	0.425957	0.475837	0.532009	0.564764
0.000000	0.474277	0.418005	0.490082	0.472829	0.514897	0.582056	0.606158	0.548427	0.487809	0.547767
0.663561	0.646265	0.489110	0.577797	0.498432	0.502712	0.521923	0.539336	0.586736	0.477635	0.568837
0.651570	0.491243	0.431352	0.467085	0.491999	0.565216	0.486041	0.482842	0.555440	0.503357	0.546573
0.577548	0.447151	0.548837	0.417539	0.493212	0.505563	0.555754	0.428439	0.546229	0.453670	0.581177
0.502031	0.493873	0.533012	0.495905	0.462477	0.533551	0.506521	0.000000	0.416975	0.547165	0.536062
0.481468	0.467419	0.490621	0.367153	0.507768	0.477125	0.412872	0.515828	0.497742	0.473292	0.487981
0.488244	0.548091	0.416656	0.537686	0.462292	0.501350	0.452618	0.529224	0.377423	0.473616	0.502072
