SampleID	Sample_Plate	Sample_Well	Nitrite_input	Nitrate_input	Ammonium_input	Soil	Soil_ID	Sample_label2	Sample_type	Titration_type	Unit	Concentration_M	Added_ul	Chloramphenicol	Cycloheximide	Time_point	Sample_label	Replicate	ReplicateID	Soil_and_pH	Time	Soil_pH	Reads_sample	Reads_ecoli	Reads_parabac	Reads_spikein	Reads_sample_only	pH	pH_micro_T0	pH_control_T9	Biomass_proxy
Soil15_SampleB94	SetB	H10	0	2	0	Soil15	Soil15_Neutral5	Soil15_T9_Slurry_CHL_None_0	Slurry	HCl_NaOH	0	0	20	CHL	None	Soil15_T9	Soil15_H10_0_CHL	2	Soil15_T9_Slurry_CHL_None_0_R2	Soil15_pH6.79	T9	6.79	82708	3356	3641	6997	75711	7.916666667	7.293333333	7.916666667	10.8204945
Soil6_SampleA1	SetA	A01	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-70	Slurry	HCl_NaOH	-70	-7	20	None	None	Soil6_T9	Soil6_A01_-70_None	1	Soil6_T9_Slurry_None_None_-70_R1	Soil6_pH5.4	T9	5.4	64666	2316	3349	5665	59001	8.48	4.186666667	4.25	10.41500441
Soil6_SampleA10	SetA	A10	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	CHL	None	Soil6_T9	Soil6_A10_-11_CHL	1	Soil6_T9_Slurry_CHL_None_-11_R1	Soil6_pH5.4	T9	5.4	72973	3424	3920	7344	65629	5.252252252	4.143333333	4.243333333	8.936410675
Soil6_SampleA11	SetA	A11	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	CHL	None	Soil6_T9	Soil6_A11_-4_CHL	1	Soil6_T9_Slurry_CHL_None_-4_R1	Soil6_pH5.4	T9	5.4	84699	4259	4579	8838	75861	4.603603604	4.143333333	4.243333333	8.583503055
Soil6_SampleA12	SetA	A12	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_22	Slurry	HCl_NaOH	22	2.2	20	CHL	None	Soil6_T9	Soil6_A12_22_CHL	1	Soil6_T9_Slurry_CHL_None_22_R1	Soil6_pH5.4	T9	5.4	72310	16336	16043	32379	39931	3.426426426	4.143333333	4.243333333	1.233237592
Soil6_SampleA13	SetA	B01	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-40	Slurry	HCl_NaOH	-40	-4	20	None	None	Soil6_T9	Soil6_B01_-40_None	1	Soil6_T9_Slurry_None_None_-40_R1	Soil6_pH5.4	T9	5.4	65017	1770	2575	4345	60672	7.930930931	4.186666667	4.25	13.96363636
Soil6_SampleA14	SetA	B02	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-21	Slurry	HCl_NaOH	-21	-2.1	20	None	None	Soil6_T9	Soil6_B02_-21_None	1	Soil6_T9_Slurry_None_None_-21_R1	Soil6_pH5.4	T9	5.4	25311	566	741	1307	24004	6.933933934	4.186666667	4.25	18.36572303
Soil6_SampleA15	SetA	B03	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	None	None	Soil6_T9	Soil6_B03_-14_None	1	Soil6_T9_Slurry_None_None_-14_R1	Soil6_pH5.4	T9	5.4	73980	1839	2161	4000	69980	6.093093093	4.186666667	4.25	17.495
Soil6_SampleA16	SetA	B04	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	None	None	Soil6_T9	Soil6_B04_-7_None	1	Soil6_T9_Slurry_None_None_-7_R1	Soil6_pH5.4	T9	5.4	31228	917	1069	1986	29242	4.903903904	4.186666667	4.25	14.72406848
Soil6_SampleA17	SetA	B05	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_7	Slurry	HCl_NaOH	7	0.7	20	None	None	Soil6_T9	Soil6_B05_7_None	1	Soil6_T9_Slurry_None_None_7_R1	Soil6_pH5.4	T9	5.4	56284	3586	4181	7767	48517	3.846846847	4.186666667	4.25	6.246555942
Soil6_SampleA18	SetA	B06	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_60	Slurry	HCl_NaOH	60	6	20	None	None	Soil6_T9	Soil6_B06_60_None	1	Soil6_T9_Slurry_None_None_60_R1	Soil6_pH5.4	T9	5.4	56897	14097	14842	28939	27958	2.82	4.186666667	4.25	0.9661011092
Soil6_SampleA19	SetA	B07	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-40	Slurry	HCl_NaOH	-40	-4	20	CHL	None	Soil6_T9	Soil6_B07_-40_CHL	1	Soil6_T9_Slurry_CHL_None_-40_R1	Soil6_pH5.4	T9	5.4	57607	1783	1913	3696	53911	7.846846847	4.143333333	4.243333333	14.58630952
Soil6_SampleA2	SetA	A02	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	None	None	Soil6_T9	Soil6_A02_-26_None	1	Soil6_T9_Slurry_None_None_-26_R1	Soil6_pH5.4	T9	5.4	23041	491	638	1129	21912	7.318318318	4.186666667	4.25	19.40832595
Soil6_SampleA20	SetA	B08	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-21	Slurry	HCl_NaOH	-21	-2.1	20	CHL	None	Soil6_T9	Soil6_B08_-21_CHL	1	Soil6_T9_Slurry_CHL_None_-21_R1	Soil6_pH5.4	T9	5.4	19025	746	787	1533	17492	6.585585586	4.143333333	4.243333333	11.41030659
Soil6_SampleA21	SetA	B09	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	CHL	None	Soil6_T9	Soil6_B09_-14_CHL	1	Soil6_T9_Slurry_CHL_None_-14_R1	Soil6_pH5.4	T9	5.4	64309	2822	3264	6086	58223	5.804804805	4.143333333	4.243333333	9.566710483
Soil6_SampleA22	SetA	B10	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	CHL	None	Soil6_T9	Soil6_B10_-7_CHL	1	Soil6_T9_Slurry_CHL_None_-7_R1	Soil6_pH5.4	T9	5.4	66084	2753	3272	6025	60059	4.81981982	4.143333333	4.243333333	9.968298755
Soil6_SampleA23	SetA	B11	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_7	Slurry	HCl_NaOH	7	0.7	20	CHL	None	Soil6_T9	Soil6_B11_7_CHL	1	Soil6_T9_Slurry_CHL_None_7_R1	Soil6_pH5.4	T9	5.4	65554	7841	8643	16484	49070	3.870870871	4.143333333	4.243333333	2.976826013
Soil6_SampleA24	SetA	B12	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_60	Slurry	HCl_NaOH	60	6	20	CHL	None	Soil6_T9	Soil6_B12_60_CHL	1	Soil6_T9_Slurry_CHL_None_60_R1	Soil6_pH5.4	T9	5.4	54972	15324	14989	30313	24659	2.88	4.143333333	4.243333333	0.8134793653
Soil6_SampleA25	SetA	C01	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-70	Slurry	HCl_NaOH	-70	-7	20	None	None	Soil6_T9	Soil6_C01_-70_None	2	Soil6_T9_Slurry_None_None_-70_R2	Soil6_pH5.4	T9	5.4	76780	2546	3452	5998	70782	8.48	4.186666667	4.25	11.80093364
Soil6_SampleA26	SetA	C02	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	None	None	Soil6_T9	Soil6_C02_-26_None	2	Soil6_T9_Slurry_None_None_-26_R2	Soil6_pH5.4	T9	5.4	23332	439	654	1093	22239	7.318318318	4.186666667	4.25	20.34675206
Soil6_SampleA27	SetA	C03	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-17	Slurry	HCl_NaOH	-17	-1.7	20	None	None	Soil6_T9	Soil6_C03_-17_None	2	Soil6_T9_Slurry_None_None_-17_R2	Soil6_pH5.4	T9	5.4	91164	2075	2721	4796	86368	6.501501502	4.186666667	4.25	18.00834028
Soil6_SampleA28	SetA	C04	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	None	None	Soil6_T9	Soil6_C04_-11_None	2	Soil6_T9_Slurry_None_None_-11_R2	Soil6_pH5.4	T9	5.4	27595	731	798	1529	26066	5.492492492	4.186666667	4.25	17.04774362
Soil6_SampleA29	SetA	C05	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	None	None	Soil6_T9	Soil6_C05_-4_None	2	Soil6_T9_Slurry_None_None_-4_R2	Soil6_pH5.4	T9	5.4	56732	1685	1946	3631	53101	4.627627628	4.186666667	4.25	14.62434591
Soil6_SampleA3	SetA	A03	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-17	Slurry	HCl_NaOH	-17	-1.7	20	None	None	Soil6_T9	Soil6_A03_-17_None	1	Soil6_T9_Slurry_None_None_-17_R1	Soil6_pH5.4	T9	5.4	79597	1894	2546	4440	75157	6.501501502	4.186666667	4.25	16.92725225
Soil6_SampleA30	SetA	C06	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_22	Slurry	HCl_NaOH	22	2.2	20	None	None	Soil6_T9	Soil6_C06_22_None	2	Soil6_T9_Slurry_None_None_22_R2	Soil6_pH5.4	T9	5.4	76852	12251	14107	26358	50494	3.378378378	4.186666667	4.25	1.915699218
Soil6_SampleA31	SetA	C07	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-70	Slurry	HCl_NaOH	-70	-7	20	CHL	None	Soil6_T9	Soil6_C07_-70_CHL	2	Soil6_T9_Slurry_CHL_None_-70_R2	Soil6_pH5.4	T9	5.4	63057	2095	2490	4585	58472	8.42	4.143333333	4.243333333	12.75288986
Soil6_SampleA32	SetA	C08	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	CHL	None	Soil6_T9	Soil6_C08_-26_CHL	2	Soil6_T9_Slurry_CHL_None_-26_R2	Soil6_pH5.4	T9	5.4	28293	958	982	1940	26353	7.102102102	4.143333333	4.243333333	13.58402062
Soil6_SampleA33	SetA	C09	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-17	Slurry	HCl_NaOH	-17	-1.7	20	CHL	None	Soil6_T9	Soil6_C09_-17_CHL	2	Soil6_T9_Slurry_CHL_None_-17_R2	Soil6_pH5.4	T9	5.4	84605	3313	3656	6969	77636	6.213213213	4.143333333	4.243333333	11.14019228
Soil6_SampleA34	SetA	C10	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	CHL	None	Soil6_T9	Soil6_C10_-11_CHL	2	Soil6_T9_Slurry_CHL_None_-11_R2	Soil6_pH5.4	T9	5.4	91649	3864	4353	8217	83432	5.252252252	4.143333333	4.243333333	10.15358403
Soil6_SampleA35	SetA	C11	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	CHL	None	Soil6_T9	Soil6_C11_-4_CHL	2	Soil6_T9_Slurry_CHL_None_-4_R2	Soil6_pH5.4	T9	5.4	91806	3962	4369	8331	83475	4.603603604	4.143333333	4.243333333	10.01980555
Soil6_SampleA36	SetA	C12	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_22	Slurry	HCl_NaOH	22	2.2	20	CHL	None	Soil6_T9	Soil6_C12_22_CHL	2	Soil6_T9_Slurry_CHL_None_22_R2	Soil6_pH5.4	T9	5.4	74418	14021	15452	29473	44945	3.426426426	4.143333333	4.243333333	1.524955044
Soil6_SampleA37	SetA	D01	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-40	Slurry	HCl_NaOH	-40	-4	20	None	None	Soil6_T9	Soil6_D01_-40_None	2	Soil6_T9_Slurry_None_None_-40_R2	Soil6_pH5.4	T9	5.4	79550	1893	2611	4504	75046	7.930930931	4.186666667	4.25	16.66207815
Soil6_SampleA38	SetA	D02	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-21	Slurry	HCl_NaOH	-21	-2.1	20	None	None	Soil6_T9	Soil6_D02_-21_None	2	Soil6_T9_Slurry_None_None_-21_R2	Soil6_pH5.4	T9	5.4	19500	413	510	923	18577	6.933933934	4.186666667	4.25	20.12676056
Soil6_SampleA39	SetA	D03	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	None	None	Soil6_T9	Soil6_D03_-14_None	2	Soil6_T9_Slurry_None_None_-14_R2	Soil6_pH5.4	T9	5.4	71817	1834	2205	4039	67778	6.093093093	4.186666667	4.25	16.78088636
Soil6_SampleA4	SetA	A04	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	None	None	Soil6_T9	Soil6_A04_-11_None	1	Soil6_T9_Slurry_None_None_-11_R1	Soil6_pH5.4	T9	5.4	50305	1470	1667	3137	47168	5.492492492	4.186666667	4.25	15.03602168
Soil6_SampleA40	SetA	D04	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	None	None	Soil6_T9	Soil6_D04_-7_None	2	Soil6_T9_Slurry_None_None_-7_R2	Soil6_pH5.4	T9	5.4	33392	1015	1099	2114	31278	4.903903904	4.186666667	4.25	14.79564806
Soil6_SampleA41	SetA	D05	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_7	Slurry	HCl_NaOH	7	0.7	20	None	None	Soil6_T9	Soil6_D05_7_None	2	Soil6_T9_Slurry_None_None_7_R2	Soil6_pH5.4	T9	5.4	62042	3706	4159	7865	54177	3.846846847	4.186666667	4.25	6.888366179
Soil6_SampleA42	SetA	D06	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_60	Slurry	HCl_NaOH	60	6	20	None	None	Soil6_T9	Soil6_D06_60_None	2	Soil6_T9_Slurry_None_None_60_R2	Soil6_pH5.4	T9	5.4	70489	17048	18818	35866	34623	2.82	4.186666667	4.25	0.965343222
Soil6_SampleA43	SetA	D07	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-40	Slurry	HCl_NaOH	-40	-4	20	CHL	None	Soil6_T9	Soil6_D07_-40_CHL	2	Soil6_T9_Slurry_CHL_None_-40_R2	Soil6_pH5.4	T9	5.4	58316	1758	1954	3712	54604	7.846846847	4.143333333	4.243333333	14.71012931
Soil6_SampleA44	SetA	D08	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-21	Slurry	HCl_NaOH	-21	-2.1	20	CHL	None	Soil6_T9	Soil6_D08_-21_CHL	2	Soil6_T9_Slurry_CHL_None_-21_R2	Soil6_pH5.4	T9	5.4	24051	914	968	1882	22169	6.585585586	4.143333333	4.243333333	11.7794899
Soil6_SampleA45	SetA	D09	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	CHL	None	Soil6_T9	Soil6_D09_-14_CHL	2	Soil6_T9_Slurry_CHL_None_-14_R2	Soil6_pH5.4	T9	5.4	69065	2936	3388	6324	62741	5.804804805	4.143333333	4.243333333	9.921094244
Soil6_SampleA46	SetA	D10	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	CHL	None	Soil6_T9	Soil6_D10_-7_CHL	2	Soil6_T9_Slurry_CHL_None_-7_R2	Soil6_pH5.4	T9	5.4	87626	4136	4401	8537	79089	4.81981982	4.143333333	4.243333333	9.26426145
Soil6_SampleA47	SetA	D11	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_7	Slurry	HCl_NaOH	7	0.7	20	CHL	None	Soil6_T9	Soil6_D11_7_CHL	2	Soil6_T9_Slurry_CHL_None_7_R2	Soil6_pH5.4	T9	5.4	75125	7166	7860	15026	60099	3.870870871	4.143333333	4.243333333	3.999667243
Soil6_SampleA48	SetA	D12	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_60	Slurry	HCl_NaOH	60	6	20	CHL	None	Soil6_T9	Soil6_D12_60_CHL	2	Soil6_T9_Slurry_CHL_None_60_R2	Soil6_pH5.4	T9	5.4	63059	18080	18528	36608	26451	2.88	4.143333333	4.243333333	0.7225469843
Soil6_SampleA49	SetA	E01	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-70	Slurry	HCl_NaOH	-70	-7	20	None	None	Soil6_T9	Soil6_E01_-70_None	3	Soil6_T9_Slurry_None_None_-70_R3	Soil6_pH5.4	T9	5.4	62663	2115	2696	4811	57852	8.48	4.186666667	4.25	12.02494284
Soil6_SampleA5	SetA	A05	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	None	None	Soil6_T9	Soil6_A05_-4_None	1	Soil6_T9_Slurry_None_None_-4_R1	Soil6_pH5.4	T9	5.4	51485	1612	1981	3593	47892	4.627627628	4.186666667	4.25	13.32925132
Soil6_SampleA50	SetA	E02	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	None	None	Soil6_T9	Soil6_E02_-26_None	3	Soil6_T9_Slurry_None_None_-26_R3	Soil6_pH5.4	T9	5.4	21542	374	544	918	20624	7.318318318	4.186666667	4.25	22.46623094
Soil6_SampleA51	SetA	E03	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-17	Slurry	HCl_NaOH	-17	-1.7	20	None	None	Soil6_T9	Soil6_E03_-17_None	3	Soil6_T9_Slurry_None_None_-17_R3	Soil6_pH5.4	T9	5.4	82648	1904	2186	4090	78558	6.501501502	4.186666667	4.25	19.20733496
Soil6_SampleA52	SetA	E04	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	None	None	Soil6_T9	Soil6_E04_-11_None	3	Soil6_T9_Slurry_None_None_-11_R3	Soil6_pH5.4	T9	5.4	11544	454	284	738	10806	5.492492492	4.186666667	4.25	14.64227642
Soil6_SampleA53	SetA	E05	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	None	None	Soil6_T9	Soil6_E05_-4_None	3	Soil6_T9_Slurry_None_None_-4_R3	Soil6_pH5.4	T9	5.4	62366	1779	2180	3959	58407	4.627627628	4.186666667	4.25	14.75296792
Soil6_SampleA54	SetA	E06	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_22	Slurry	HCl_NaOH	22	2.2	20	None	None	Soil6_T9	Soil6_E06_22_None	3	Soil6_T9_Slurry_None_None_22_R3	Soil6_pH5.4	T9	5.4	61348	9195	10228	19423	41925	3.378378378	4.186666667	4.25	2.1585234
Soil6_SampleA55	SetA	E07	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-70	Slurry	HCl_NaOH	-70	-7	20	CHL	None	Soil6_T9	Soil6_E07_-70_CHL	3	Soil6_T9_Slurry_CHL_None_-70_R3	Soil6_pH5.4	T9	5.4	53325	1905	2039	3944	49381	8.42	4.143333333	4.243333333	12.52053753
Soil6_SampleA56	SetA	E08	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	CHL	None	Soil6_T9	Soil6_E08_-26_CHL	3	Soil6_T9_Slurry_CHL_None_-26_R3	Soil6_pH5.4	T9	5.4	22864	719	765	1484	21380	7.102102102	4.143333333	4.243333333	14.40700809
Soil6_SampleA57	SetA	E09	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-17	Slurry	HCl_NaOH	-17	-1.7	20	CHL	None	Soil6_T9	Soil6_E09_-17_CHL	3	Soil6_T9_Slurry_CHL_None_-17_R3	Soil6_pH5.4	T9	5.4	70248	2741	3036	5777	64471	6.213213213	4.143333333	4.243333333	11.15994461
Soil6_SampleA58	SetA	E10	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	CHL	None	Soil6_T9	Soil6_E10_-11_CHL	3	Soil6_T9_Slurry_CHL_None_-11_R3	Soil6_pH5.4	T9	5.4	79447	3360	3548	6908	72539	5.252252252	4.143333333	4.243333333	10.5007238
Soil6_SampleA59	SetA	E11	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	CHL	None	Soil6_T9	Soil6_E11_-4_CHL	3	Soil6_T9_Slurry_CHL_None_-4_R3	Soil6_pH5.4	T9	5.4	77332	3856	4115	7971	69361	4.603603604	4.143333333	4.243333333	8.701668548
Soil6_SampleA6	SetA	A06	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_22	Slurry	HCl_NaOH	22	2.2	20	None	None	Soil6_T9	Soil6_A06_22_None	1	Soil6_T9_Slurry_None_None_22_R1	Soil6_pH5.4	T9	5.4	58541	9058	10740	19798	38743	3.378378378	4.186666667	4.25	1.95691484
Soil6_SampleA60	SetA	E12	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_22	Slurry	HCl_NaOH	22	2.2	20	CHL	None	Soil6_T9	Soil6_E12_22_CHL	3	Soil6_T9_Slurry_CHL_None_22_R3	Soil6_pH5.4	T9	5.4	54690	11052	11584	22636	32054	3.426426426	4.143333333	4.243333333	1.416062909
Soil6_SampleA61	SetA	F01	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-40	Slurry	HCl_NaOH	-40	-4	20	None	None	Soil6_T9	Soil6_F01_-40_None	3	Soil6_T9_Slurry_None_None_-40_R3	Soil6_pH5.4	T9	5.4	50577	1230	1621	2851	47726	7.930930931	4.186666667	4.25	16.7400912
Soil6_SampleA62	SetA	F02	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-21	Slurry	HCl_NaOH	-21	-2.1	20	None	None	Soil6_T9	Soil6_F02_-21_None	3	Soil6_T9_Slurry_None_None_-21_R3	Soil6_pH5.4	T9	5.4	21567	463	565	1028	20539	6.933933934	4.186666667	4.25	19.97957198
Soil6_SampleA63	SetA	F03	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	None	None	Soil6_T9	Soil6_F03_-14_None	3	Soil6_T9_Slurry_None_None_-14_R3	Soil6_pH5.4	T9	5.4	72763	1833	2010	3843	68920	6.093093093	4.186666667	4.25	17.9339058
Soil6_SampleA64	SetA	F04	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	None	None	Soil6_T9	Soil6_F04_-7_None	3	Soil6_T9_Slurry_None_None_-7_R3	Soil6_pH5.4	T9	5.4	26315	749	837	1586	24729	4.903903904	4.186666667	4.25	15.59205549
Soil6_SampleA65	SetA	F05	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_7	Slurry	HCl_NaOH	7	0.7	20	None	None	Soil6_T9	Soil6_F05_7_None	3	Soil6_T9_Slurry_None_None_7_R3	Soil6_pH5.4	T9	5.4	62781	3430	3992	7422	55359	3.846846847	4.186666667	4.25	7.458771221
Soil6_SampleA66	SetA	F06	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_None_None_60	Slurry	HCl_NaOH	60	6	20	None	None	Soil6_T9	Soil6_F06_60_None	3	Soil6_T9_Slurry_None_None_60_R3	Soil6_pH5.4	T9	5.4	52255	12339	13139	25478	26777	2.82	4.186666667	4.25	1.050985164
Soil6_SampleA67	SetA	F07	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-40	Slurry	HCl_NaOH	-40	-4	20	CHL	None	Soil6_T9	Soil6_F07_-40_CHL	3	Soil6_T9_Slurry_CHL_None_-40_R3	Soil6_pH5.4	T9	5.4	67110	1978	2289	4267	62843	7.846846847	4.143333333	4.243333333	14.72767753
Soil6_SampleA68	SetA	F08	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-21	Slurry	HCl_NaOH	-21	-2.1	20	CHL	None	Soil6_T9	Soil6_F08_-21_CHL	3	Soil6_T9_Slurry_CHL_None_-21_R3	Soil6_pH5.4	T9	5.4	23751	827	864	1691	22060	6.585585586	4.143333333	4.243333333	13.04553519
Soil6_SampleA69	SetA	F09	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	CHL	None	Soil6_T9	Soil6_F09_-14_CHL	3	Soil6_T9_Slurry_CHL_None_-14_R3	Soil6_pH5.4	T9	5.4	81536	3447	4075	7522	74014	5.804804805	4.143333333	4.243333333	9.8396703
Soil6_SampleA7	SetA	A07	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-70	Slurry	HCl_NaOH	-70	-7	20	CHL	None	Soil6_T9	Soil6_A07_-70_CHL	1	Soil6_T9_Slurry_CHL_None_-70_R1	Soil6_pH5.4	T9	5.4	75497	2830	3258	6088	69409	8.42	4.143333333	4.243333333	11.40095269
Soil6_SampleA70	SetA	F10	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	CHL	None	Soil6_T9	Soil6_F10_-7_CHL	3	Soil6_T9_Slurry_CHL_None_-7_R3	Soil6_pH5.4	T9	5.4	80389	3721	4001	7722	72667	4.81981982	4.143333333	4.243333333	9.41038591
Soil6_SampleA71	SetA	F11	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_7	Slurry	HCl_NaOH	7	0.7	20	CHL	None	Soil6_T9	Soil6_F11_7_CHL	3	Soil6_T9_Slurry_CHL_None_7_R3	Soil6_pH5.4	T9	5.4	78000	8156	8965	17121	60879	3.870870871	4.143333333	4.243333333	3.555808656
Soil6_SampleA72	SetA	F12	0	2	0	Soil6	Soil6_CE73	Soil6_T9_Slurry_CHL_None_60	Slurry	HCl_NaOH	60	6	20	CHL	None	Soil6_T9	Soil6_F12_60_CHL	3	Soil6_T9_Slurry_CHL_None_60_R3	Soil6_pH5.4	T9	5.4	70427	20372	20894	41266	29161	2.88	4.143333333	4.243333333	0.7066592352
Soil6_SampleA75	SetA	G03	0	0	0	Soil6	Soil6_CE73	Soil6_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil6_T9	Soil6_G03_0_None	2	Soil6_T9_No_Nitrate_None_None_0_R2	Soil6_pH5.4	T9	5.4	61998	2135	2350	4485	57513	4.25	4.186666667	4.25	12.82341137
