SampleID	Sample_Plate	Sample_Well	Nitrite_input	Nitrate_input	Ammonium_input	Soil	Soil_ID	Sample_label2	Sample_type	Titration_type	Unit	Concentration_M	Added_ul	Chloramphenicol	Cycloheximide	Time_point	Sample_label	Replicate	ReplicateID	Soil_and_pH	Time	Soil_pH	Reads_sample	Reads_ecoli	Reads_parabac	Reads_spikein	Reads_sample_only	pH	pH_micro_T0	pH_control_T9	Biomass_proxy
Soil16_SampleB48	SetB	D12	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_90	Slurry	HCl_NaOH	90	9	20	CHL	None	Soil16_T9	Soil16_D12_90_CHL	2	Soil16_T9_Slurry_CHL_None_90_R2	Soil16_pH6.86	T9	6.86	81150	10471	11938	22409	58741	3.198198198	5.913333333	7.26	2.621312865
Soil16_SampleB49	SetB	E01	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_-100	Slurry	HCl_NaOH	-100	-10	20	None	None	Soil16_T9	Soil16_E01_-100_None	3	Soil16_T9_Slurry_None_None_-100_R3	Soil16_pH6.86	T9	6.86	51953	1152	1469	2621	49332	8.43	5.73	7.496666667	18.82182373
Soil16_SampleB5	SetB	A05	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_22	Slurry	HCl_NaOH	22	2.2	20	None	None	Soil16_T9	Soil16_A05_22_None	1	Soil16_T9_Slurry_None_None_22_R1	Soil16_pH6.86	T9	6.86	28917	902	1172	2074	26843	4.195195195	5.73	7.496666667	12.94262295
Soil16_SampleB50	SetB	E02	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_3	Slurry	HCl_NaOH	3	0.3	20	None	None	Soil16_T9	Soil16_E02_3_None	3	Soil16_T9_Slurry_None_None_3_R3	Soil16_pH6.86	T9	6.86	31979	348	486	834	31145	6.777777778	5.73	7.496666667	37.3441247
Soil16_SampleB51	SetB	E03	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_8	Slurry	HCl_NaOH	8	0.8	20	None	None	Soil16_T9	Soil16_E03_8_None	3	Soil16_T9_Slurry_None_None_8_R3	Soil16_pH6.86	T9	6.86	72033	877	991	1868	70165	5.888888889	5.73	7.496666667	37.56156317
Soil16_SampleB52	SetB	E04	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_14	Slurry	HCl_NaOH	14	1.4	20	None	None	Soil16_T9	Soil16_E04_14_None	3	Soil16_T9_Slurry_None_None_14_R3	Soil16_pH6.86	T9	6.86	37280	449	601	1050	36230	4.891891892	5.73	7.496666667	34.5047619
Soil16_SampleB53	SetB	E05	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_22	Slurry	HCl_NaOH	22	2.2	20	None	None	Soil16_T9	Soil16_E05_22_None	3	Soil16_T9_Slurry_None_None_22_R3	Soil16_pH6.86	T9	6.86	45347	1636	1943	3579	41768	4.195195195	5.73	7.496666667	11.67029897
Soil16_SampleB54	SetB	E06	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_40	Slurry	HCl_NaOH	40	4	20	None	None	Soil16_T9	Soil16_E06_40_None	3	Soil16_T9_Slurry_None_None_40_R3	Soil16_pH6.86	T9	6.86	63433	5164	6552	11716	51717	3.582582583	5.73	7.496666667	4.41421987
Soil16_SampleB55	SetB	E07	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_-100	Slurry	HCl_NaOH	-100	-10	20	CHL	None	Soil16_T9	Soil16_E07_-100_CHL	3	Soil16_T9_Slurry_CHL_None_-100_R3	Soil16_pH6.86	T9	6.86	50296	1589	1659	3248	47048	8.4	5.913333333	7.26	14.48522167
Soil16_SampleB56	SetB	E08	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_3	Slurry	HCl_NaOH	3	0.3	20	CHL	None	Soil16_T9	Soil16_E08_3_CHL	3	Soil16_T9_Slurry_CHL_None_3_R3	Soil16_pH6.86	T9	6.86	43451	558	660	1218	42233	6.513513514	5.913333333	7.26	34.67405583
Soil16_SampleB57	SetB	E09	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_8	Slurry	HCl_NaOH	8	0.8	20	CHL	None	Soil16_T9	Soil16_E09_8_CHL	3	Soil16_T9_Slurry_CHL_None_8_R3	Soil16_pH6.86	T9	6.86	51185	840	824	1664	49521	5.624624625	5.913333333	7.26	29.76021635
Soil16_SampleB58	SetB	E10	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_14	Slurry	HCl_NaOH	14	1.4	20	CHL	None	Soil16_T9	Soil16_E10_14_CHL	3	Soil16_T9_Slurry_CHL_None_14_R3	Soil16_pH6.86	T9	6.86	47618	887	1014	1901	45717	4.807807808	5.913333333	7.26	24.04892162
Soil16_SampleB59	SetB	E11	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_22	Slurry	HCl_NaOH	22	2.2	20	CHL	None	Soil16_T9	Soil16_E11_22_CHL	3	Soil16_T9_Slurry_CHL_None_22_R3	Soil16_pH6.86	T9	6.86	35293	1244	1436	2680	32613	4.207207207	5.913333333	7.26	12.16902985
Soil16_SampleB6	SetB	A06	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_40	Slurry	HCl_NaOH	40	4	20	None	None	Soil16_T9	Soil16_A06_40_None	1	Soil16_T9_Slurry_None_None_40_R1	Soil16_pH6.86	T9	6.86	100488	7304	9583	16887	83601	3.582582583	5.73	7.496666667	4.950612897
Soil16_SampleB60	SetB	E12	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_40	Slurry	HCl_NaOH	40	4	20	CHL	None	Soil16_T9	Soil16_E12_40_CHL	3	Soil16_T9_Slurry_CHL_None_40_R3	Soil16_pH6.86	T9	6.86	89518	8686	10783	19469	70049	3.618618619	5.913333333	7.26	3.59797627
Soil16_SampleB61	SetB	F01	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	None	None	Soil16_T9	Soil16_F01_-7_None	3	Soil16_T9_Slurry_None_None_-7_R3	Soil16_pH6.86	T9	6.86	81846	889	1266	2155	79691	8.075075075	5.73	7.496666667	36.97958237
Soil16_SampleB62	SetB	F02	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_6	Slurry	HCl_NaOH	6	0.6	20	None	None	Soil16_T9	Soil16_F02_6_None	3	Soil16_T9_Slurry_None_None_6_R3	Soil16_pH6.86	T9	6.86	44894	575	634	1209	43685	6.081081081	5.73	7.496666667	36.13316791
Soil16_SampleB63	SetB	F03	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_11	Slurry	HCl_NaOH	11	1.1	20	None	None	Soil16_T9	Soil16_F03_11_None	3	Soil16_T9_Slurry_None_None_11_R3	Soil16_pH6.86	T9	6.86	79900	920	1150	2070	77830	5.504504505	5.73	7.496666667	37.59903382
Soil16_SampleB64	SetB	F04	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_18	Slurry	HCl_NaOH	18	1.8	20	None	None	Soil16_T9	Soil16_F04_18_None	3	Soil16_T9_Slurry_None_None_18_R3	Soil16_pH6.86	T9	6.86	31148	665	850	1515	29633	4.663663664	5.73	7.496666667	19.55973597
Soil16_SampleB65	SetB	F05	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_28	Slurry	HCl_NaOH	28	2.8	20	None	None	Soil16_T9	Soil16_F05_28_None	3	Soil16_T9_Slurry_None_None_28_R3	Soil16_pH6.86	T9	6.86	38103	1927	2417	4344	33759	3.906906907	5.73	7.496666667	7.77140884
Soil16_SampleB66	SetB	F06	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_90	Slurry	HCl_NaOH	90	9	20	None	None	Soil16_T9	Soil16_F06_90_None	3	Soil16_T9_Slurry_None_None_90_R3	Soil16_pH6.86	T9	6.86	64797	7725	7667	15392	49405	2.93	5.73	7.496666667	3.209784304
Soil16_SampleB67	SetB	F07	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	CHL	None	Soil16_T9	Soil16_F07_-7_CHL	3	Soil16_T9_Slurry_CHL_None_-7_R3	Soil16_pH6.86	T9	6.86	51838	1072	1231	2303	49535	8.003003003	5.913333333	7.26	21.50890143
Soil16_SampleB68	SetB	F08	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_6	Slurry	HCl_NaOH	6	0.6	20	CHL	None	Soil16_T9	Soil16_F08_6_CHL	3	Soil16_T9_Slurry_CHL_None_6_R3	Soil16_pH6.86	T9	6.86	48586	678	735	1413	47173	5.912912913	5.913333333	7.26	33.38499646
Soil16_SampleB69	SetB	F09	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_11	Slurry	HCl_NaOH	11	1.1	20	CHL	None	Soil16_T9	Soil16_F09_11_CHL	3	Soil16_T9_Slurry_CHL_None_11_R3	Soil16_pH6.86	T9	6.86	52445	949	989	1938	50507	5.228228228	5.913333333	7.26	26.06140351
Soil16_SampleB7	SetB	A07	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_-100	Slurry	HCl_NaOH	-100	-10	20	CHL	None	Soil16_T9	Soil16_A07_-100_CHL	1	Soil16_T9_Slurry_CHL_None_-100_R1	Soil16_pH6.86	T9	6.86	42627	1512	1726	3238	39389	8.4	5.913333333	7.26	12.16460778
Soil16_SampleB70	SetB	F10	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_18	Slurry	HCl_NaOH	18	1.8	20	CHL	None	Soil16_T9	Soil16_F10_18_CHL	3	Soil16_T9_Slurry_CHL_None_18_R3	Soil16_pH6.86	T9	6.86	55948	1426	1605	3031	52917	4.459459459	5.913333333	7.26	17.45859452
Soil16_SampleB71	SetB	F11	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_28	Slurry	HCl_NaOH	28	2.8	20	CHL	None	Soil16_T9	Soil16_F11_28_CHL	3	Soil16_T9_Slurry_CHL_None_28_R3	Soil16_pH6.86	T9	6.86	61263	3356	3758	7114	54149	3.918918919	5.913333333	7.26	7.611610908
Soil16_SampleB72	SetB	F12	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_90	Slurry	HCl_NaOH	90	9	20	CHL	None	Soil16_T9	Soil16_F12_90_CHL	3	Soil16_T9_Slurry_CHL_None_90_R3	Soil16_pH6.86	T9	6.86	66528	9705	11058	20763	45765	3.198198198	5.913333333	7.26	2.204161248
Soil16_SampleB75	SetB	G03	0	0	0	Soil16	Soil16_Neutral6	Soil16_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil16_T9	Soil16_G03_0_None	2	Soil16_T9_No_Nitrate_None_None_0_R2	Soil16_pH6.86	T9	6.86	78431	970	1064	2034	76397	7.496666667	5.73	7.496666667	37.55998033
Soil16_SampleB76	SetB	G04	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil16_T9	Soil16_G04_0_None	1	Soil16_T9_Slurry_None_None_0_R1	Soil16_pH6.86	T9	6.86	34261	336	369	705	33556	7.496666667	5.73	7.496666667	47.59716312
Soil16_SampleB77	SetB	G05	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil16_T9	Soil16_G05_0_None	3	Soil16_T9_Slurry_None_None_0_R3	Soil16_pH6.86	T9	6.86	25101	262	315	577	24524	7.496666667	5.73	7.496666667	42.50259965
Soil16_SampleB78	SetB	G06	0	2	0	Soil16	Soil16_Neutral6	Soil16_T0	Slurry_T0	Nitrate	0	0	20	None	None	Soil16_T0	Soil16_T0	2	Soil16_T0_Slurry_T0_None_None_0_R2	Soil16_pH6.86	T0	6.86	46589	694	799	1493	45096	7.496666667	5.73	7.496666667	30.20495646
Soil16_SampleB8	SetB	A08	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_3	Slurry	HCl_NaOH	3	0.3	20	CHL	None	Soil16_T9	Soil16_A08_3_CHL	1	Soil16_T9_Slurry_CHL_None_3_R1	Soil16_pH6.86	T9	6.86	34736	549	580	1129	33607	6.513513514	5.913333333	7.26	29.76705049
Soil16_SampleB81	SetB	G09	0	0	0	Soil16	Soil16_Neutral6	Soil16_T9_No_Nitrate_CHL_None_0	No_Nitrate	No_Nitrate	0	0	20	CHL	None	Soil16_T9	Soil16_G09_0_CHL	2	Soil16_T9_No_Nitrate_CHL_None_0_R2	Soil16_pH6.86	T9	6.86	36902	649	685	1334	35568	7.26	5.913333333	7.26	26.66266867
Soil16_SampleB82	SetB	G10	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_0	Slurry	HCl_NaOH	0	0	20	CHL	None	Soil16_T9	Soil16_G10_0_CHL	1	Soil16_T9_Slurry_CHL_None_0_R1	Soil16_pH6.86	T9	6.86	34608	537	610	1147	33461	7.26	5.913333333	7.26	29.17262424
Soil16_SampleB83	SetB	G11	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_0	Slurry	HCl_NaOH	0	0	20	CHL	None	Soil16_T9	Soil16_G11_0_CHL	3	Soil16_T9_Slurry_CHL_None_0_R3	Soil16_pH6.86	T9	6.86	39412	664	739	1403	38009	7.26	5.913333333	7.26	27.09123307
Soil16_SampleB86	SetB	H02	0	0	0	Soil16	Soil16_Neutral6	Soil16_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil16_T9	Soil16_H02_0_None	1	Soil16_T9_No_Nitrate_None_None_0_R1	Soil16_pH6.86	T9	6.86	31390	359	459	818	30572	7.496666667	5.73	7.496666667	37.37408313
Soil16_SampleB87	SetB	H03	0	0	0	Soil16	Soil16_Neutral6	Soil16_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil16_T9	Soil16_H03_0_None	3	Soil16_T9_No_Nitrate_None_None_0_R3	Soil16_pH6.86	T9	6.86	77211	954	1092	2046	75165	7.496666667	5.73	7.496666667	36.73753666
Soil16_SampleB88	SetB	H04	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil16_T9	Soil16_H04_0_None	2	Soil16_T9_Slurry_None_None_0_R2	Soil16_pH6.86	T9	6.86	26603	243	259	502	26101	7.496666667	5.73	7.496666667	51.9940239
Soil16_SampleB89	SetB	H05	2	0	0	Soil16	Soil16_Neutral6	Soil16_T0	Slurry_T0	Nitrite	0	0	20	None	None	Soil16_T0	Soil16_T0	1	Soil16_T0_Slurry_T0_None_None_0_R1	Soil16_pH6.86	T0	6.86	27735	428	522	950	26785	7.496666667	5.73	7.496666667	28.19473684
Soil16_SampleB9	SetB	A09	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_8	Slurry	HCl_NaOH	8	0.8	20	CHL	None	Soil16_T9	Soil16_A09_8_CHL	1	Soil16_T9_Slurry_CHL_None_8_R1	Soil16_pH6.86	T9	6.86	59376	977	1095	2072	57304	5.624624625	5.913333333	7.26	27.65637066
Soil16_SampleB90	SetB	H06	0	0	2	Soil16	Soil16_Neutral6	Soil16_T0	Slurry_T0	Ammonium	0	0	20	None	None	Soil16_T0	Soil16_T0	3	Soil16_T0_Slurry_T0_None_None_0_R3	Soil16_pH6.86	T0	6.86	62034	978	1007	1985	60049	7.496666667	5.73	7.496666667	30.25138539
Soil16_SampleB92	SetB	H08	0	0	0	Soil16	Soil16_Neutral6	Soil16_T9_No_Nitrate_CHL_None_0	No_Nitrate	No_Nitrate	0	0	20	CHL	None	Soil16_T9	Soil16_H08_0_CHL	1	Soil16_T9_No_Nitrate_CHL_None_0_R1	Soil16_pH6.86	T9	6.86	44153	717	821	1538	42615	7.26	5.913333333	7.26	27.70806242
Soil16_SampleB93	SetB	H09	0	0	0	Soil16	Soil16_Neutral6	Soil16_T9_No_Nitrate_CHL_None_0	No_Nitrate	No_Nitrate	0	0	20	CHL	None	Soil16_T9	Soil16_H09_0_CHL	3	Soil16_T9_No_Nitrate_CHL_None_0_R3	Soil16_pH6.86	T9	6.86	56373	980	1039	2019	54354	7.26	5.913333333	7.26	26.92124814
Soil16_SampleB94	SetB	H10	0	2	0	Soil16	Soil16_Neutral6	Soil16_T9_Slurry_CHL_None_0	Slurry	HCl_NaOH	0	0	20	CHL	None	Soil16_T9	Soil16_H10_0_CHL	2	Soil16_T9_Slurry_CHL_None_0_R2	Soil16_pH6.86	T9	6.86	36482	667	674	1341	35141	7.26	5.913333333	7.26	26.20507084
Soil12_SampleA10	SetA	A10	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-2	Slurry	HCl_NaOH	-2	-0.2	20	CHL	None	Soil12_T9	Soil12_A10_-2_CHL	1	Soil12_T9_Slurry_CHL_None_-2_R1	Soil12_pH6.26	T9	6.26	61686	1055	1469	2524	59162	5.288288288	4.606666667	4.773333333	23.43977813
Soil12_SampleA11	SetA	A11	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_6	Slurry	HCl_NaOH	6	0.6	20	CHL	None	Soil12_T9	Soil12_A11_6_CHL	1	Soil12_T9_Slurry_CHL_None_6_R1	Soil12_pH6.26	T9	6.26	42285	1593	1770	3363	38922	4.231231231	4.606666667	4.773333333	11.573595
Soil12_SampleA19	SetA	B07	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-32	Slurry	HCl_NaOH	-32	-3.2	20	CHL	None	Soil12_T9	Soil12_B07_-32_CHL	1	Soil12_T9_Slurry_CHL_None_-32_R1	Soil12_pH6.26	T9	6.26	45696	1540	1830	3370	42326	8.015015015	4.606666667	4.773333333	12.55964392
Soil12_SampleA20	SetA	B08	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-9	Slurry	HCl_NaOH	-9	-0.9	20	CHL	None	Soil12_T9	Soil12_B08_-9_CHL	1	Soil12_T9_Slurry_CHL_None_-9_R1	Soil12_pH6.26	T9	6.26	15590	465	605	1070	14520	6.585585586	4.606666667	4.773333333	13.57009346
Soil12_SampleA21	SetA	B09	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	CHL	None	Soil12_T9	Soil12_B09_-4_CHL	1	Soil12_T9_Slurry_CHL_None_-4_R1	Soil12_pH6.26	T9	6.26	53468	1504	1657	3161	50307	5.744744745	4.606666667	4.773333333	15.91490035
Soil12_SampleA22	SetA	B10	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_3	Slurry	HCl_NaOH	3	0.3	20	CHL	None	Soil12_T9	Soil12_B10_3_CHL	1	Soil12_T9_Slurry_CHL_None_3_R1	Soil12_pH6.26	T9	6.26	60711	1013	1360	2373	58338	4.591591592	4.606666667	4.773333333	24.5840708
Soil12_SampleA23	SetA	B11	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_10	Slurry	HCl_NaOH	10	1	20	CHL	None	Soil12_T9	Soil12_B11_10_CHL	1	Soil12_T9_Slurry_CHL_None_10_R1	Soil12_pH6.26	T9	6.26	28730	1244	1486	2730	26000	3.990990991	4.606666667	4.773333333	9.523809524
Soil12_SampleA31	SetA	C07	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-100	Slurry	HCl_NaOH	-100	-10	20	CHL	None	Soil12_T9	Soil12_C07_-100_CHL	2	Soil12_T9_Slurry_CHL_None_-100_R2	Soil12_pH6.26	T9	6.26	47266	1933	2017	3950	43316	8.231231231	4.606666667	4.773333333	10.96607595
Soil12_SampleA32	SetA	C08	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-13	Slurry	HCl_NaOH	-13	-1.3	20	CHL	None	Soil12_T9	Soil12_C08_-13_CHL	2	Soil12_T9_Slurry_CHL_None_-13_R2	Soil12_pH6.26	T9	6.26	23058	604	849	1453	21605	7.102102102	4.606666667	4.773333333	14.86923606
Soil12_SampleA33	SetA	C09	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-6	Slurry	HCl_NaOH	-6	-0.6	20	CHL	None	Soil12_T9	Soil12_C09_-6_CHL	2	Soil12_T9_Slurry_CHL_None_-6_R2	Soil12_pH6.26	T9	6.26	37401	1035	1229	2264	35137	6.153153153	4.606666667	4.773333333	15.51987633
Soil12_SampleA34	SetA	C10	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-2	Slurry	HCl_NaOH	-2	-0.2	20	CHL	None	Soil12_T9	Soil12_C10_-2_CHL	2	Soil12_T9_Slurry_CHL_None_-2_R2	Soil12_pH6.26	T9	6.26	56401	1017	1245	2262	54139	5.288288288	4.606666667	4.773333333	23.93412909
Soil12_SampleA35	SetA	C11	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_6	Slurry	HCl_NaOH	6	0.6	20	CHL	None	Soil12_T9	Soil12_C11_6_CHL	2	Soil12_T9_Slurry_CHL_None_6_R2	Soil12_pH6.26	T9	6.26	48303	1855	1792	3647	44656	4.231231231	4.606666667	4.773333333	12.24458459
Soil12_SampleA43	SetA	D07	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-32	Slurry	HCl_NaOH	-32	-3.2	20	CHL	None	Soil12_T9	Soil12_D07_-32_CHL	2	Soil12_T9_Slurry_CHL_None_-32_R2	Soil12_pH6.26	T9	6.26	39407	1510	1583	3093	36314	8.015015015	4.606666667	4.773333333	11.74070482
Soil12_SampleA44	SetA	D08	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-9	Slurry	HCl_NaOH	-9	-0.9	20	CHL	None	Soil12_T9	Soil12_D08_-9_CHL	2	Soil12_T9_Slurry_CHL_None_-9_R2	Soil12_pH6.26	T9	6.26	16070	467	567	1034	15036	6.585585586	4.606666667	4.773333333	14.54158607
Soil12_SampleA45	SetA	D09	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	CHL	None	Soil12_T9	Soil12_D09_-4_CHL	2	Soil12_T9_Slurry_CHL_None_-4_R2	Soil12_pH6.26	T9	6.26	34909	1048	1177	2225	32684	5.744744745	4.606666667	4.773333333	14.6894382
Soil12_SampleA46	SetA	D10	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_3	Slurry	HCl_NaOH	3	0.3	20	CHL	None	Soil12_T9	Soil12_D10_3_CHL	2	Soil12_T9_Slurry_CHL_None_3_R2	Soil12_pH6.26	T9	6.26	81803	1444	2095	3539	78264	4.591591592	4.606666667	4.773333333	22.11472167
Soil12_SampleA47	SetA	D11	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_10	Slurry	HCl_NaOH	10	1	20	CHL	None	Soil12_T9	Soil12_D11_10_CHL	2	Soil12_T9_Slurry_CHL_None_10_R2	Soil12_pH6.26	T9	6.26	34904	1725	1711	3436	31468	3.990990991	4.606666667	4.773333333	9.158323632
Soil12_SampleA55	SetA	E07	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-100	Slurry	HCl_NaOH	-100	-10	20	CHL	None	Soil12_T9	Soil12_E07_-100_CHL	3	Soil12_T9_Slurry_CHL_None_-100_R3	Soil12_pH6.26	T9	6.26	38492	1458	1562	3020	35472	8.231231231	4.606666667	4.773333333	11.74569536
Soil12_SampleA56	SetA	E08	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-13	Slurry	HCl_NaOH	-13	-1.3	20	CHL	None	Soil12_T9	Soil12_E08_-13_CHL	3	Soil12_T9_Slurry_CHL_None_-13_R3	Soil12_pH6.26	T9	6.26	16833	546	557	1103	15730	7.102102102	4.606666667	4.773333333	14.26110607
Soil12_SampleA57	SetA	E09	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-6	Slurry	HCl_NaOH	-6	-0.6	20	CHL	None	Soil12_T9	Soil12_E09_-6_CHL	3	Soil12_T9_Slurry_CHL_None_-6_R3	Soil12_pH6.26	T9	6.26	35382	1076	1143	2219	33163	6.153153153	4.606666667	4.773333333	14.94502028
Soil12_SampleA58	SetA	E10	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-2	Slurry	HCl_NaOH	-2	-0.2	20	CHL	None	Soil12_T9	Soil12_E10_-2_CHL	3	Soil12_T9_Slurry_CHL_None_-2_R3	Soil12_pH6.26	T9	6.26	64695	1052	1765	2817	61878	5.288288288	4.606666667	4.773333333	21.96592119
Soil12_SampleA59	SetA	E11	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_6	Slurry	HCl_NaOH	6	0.6	20	CHL	None	Soil12_T9	Soil12_E11_6_CHL	3	Soil12_T9_Slurry_CHL_None_6_R3	Soil12_pH6.26	T9	6.26	41383	1532	1617	3149	38234	4.231231231	4.606666667	4.773333333	12.14163226
Soil12_SampleA67	SetA	F07	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-32	Slurry	HCl_NaOH	-32	-3.2	20	CHL	None	Soil12_T9	Soil12_F07_-32_CHL	3	Soil12_T9_Slurry_CHL_None_-32_R3	Soil12_pH6.26	T9	6.26	44773	1620	1868	3488	41285	8.015015015	4.606666667	4.773333333	11.83629587
Soil12_SampleA68	SetA	F08	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-9	Slurry	HCl_NaOH	-9	-0.9	20	CHL	None	Soil12_T9	Soil12_F08_-9_CHL	3	Soil12_T9_Slurry_CHL_None_-9_R3	Soil12_pH6.26	T9	6.26	26430	689	866	1555	24875	6.585585586	4.606666667	4.773333333	15.99678457
Soil12_SampleA69	SetA	F09	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-4	Slurry	HCl_NaOH	-4	-0.4	20	CHL	None	Soil12_T9	Soil12_F09_-4_CHL	3	Soil12_T9_Slurry_CHL_None_-4_R3	Soil12_pH6.26	T9	6.26	28334	983	985	1968	26366	5.744744745	4.606666667	4.773333333	13.39735772
Soil12_SampleA7	SetA	A07	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_-100	Slurry	HCl_NaOH	-100	-10	20	CHL	None	Soil12_T9	Soil12_A07_-100_CHL	1	Soil12_T9_Slurry_CHL_None_-100_R1	Soil12_pH6.26	T9	6.26	42408	1872	1894	3766	38642	8.231231231	4.606666667	4.773333333	10.26075412
Soil12_SampleA70	SetA	F10	0	2	0	Soil12	Soil12_CE229	Soil12_T9_Slurry_CHL_None_3	Slurry	HCl_NaOH	3	0.3	20	CHL	None	Soil12_T9	Soil12_F10_3_CHL	3	Soil12_T9_Slurry_CHL_None_3_R3	Soil12_pH6.26	T9	6.26	64418	1176	1896	3072	61346	4.591591592	4.606666667	4.773333333	19.96940104
